text,label
<user> [ please rt ] <hashtag> s 4 i n a trade <number> superbox b <number> april ( day <number> ) <number> superbox c <number> april ( day <number> ) mention,pos
i'm following next <number> follow - - <user>,pos
cause negative bad day doesn't mean,pos
can't whistle,neg
"<hashtag> ff positive good , positive hilarious , positive sweet kind friend , positive love toilet paper , <user> he's always made laugh needed ! <3",pos
""" <user> . . . early . "" <-- yes",neg
<user> haha gonna negative punch though ( x,pos
"purple negative haze ( audio cd overview psychedelic name hypnotic effect trout . try low light situation , w ... <url>",neg
<user> hello ) thanks following ...,pos
<user> think you're positive amazing ! always positive loved growing ! you're really positive good fan,pos
hacked bestfriend & girlfriend !,pos
awh dont want sister move,neg
positive glad bf back positive good term,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> hahaha leave alone hahaha card game playing ? :p,neg
ok end today irl extensionless ! <hashtag> hi bald y,neg
qood real |: thinkinq,neg
positive like friend cheered today german,pos
next avi take somebody,pos
wanna draw face pencil paper ... can't,neg
<user> oh maybe call ?,neg
need call <user> talk olly xx,pos
<user> i'll sleeping,pos
must positive happy ourself,pos
"ca expects independent director october ( cricinfo share friend : | | sport - cricket story , r feed widget via ...",neg
assalamualaikum ... morning people ... stay awake even though eye heavy,neg
"oh thesis paper , please get page <number> done ! thanks",pos
<user> haha <<yeah>> . negative bother ! i'll meet sell <number>,pos
<user> <user> advice ? it's first time going !,pos
woke le half hour ago feel positive like i've awake forever,neg
barca bout beat real madrid saturday doe,pos
"sun , sand sea tomorrow !",pos
saitek usb game pad ( p150 p150 usb action pad positive fast positive responsive d-pad shaped extended gameplay . ... <url>,neg
"take condom . . guy : ? . . girl : yolo . . guy : positive cool get pregnant it's yoyo "" ya "" ! """,pos
<user> thanks hun x,pos
<user> baby gonna lot hair <emphasis>,pos
"anything ah , negative retard reply also",neg
gnna negative hang guy tommorow,pos
<user> tweet positive better thing one le follower <hashtag> watch me,pos
"life getting positive better positive better . thanks , god .",pos
one direction followed everyone asked yesterday ! rt i'll give name [ must follow <user>,pos
<user> hello please help retweet positive favorite via web tfb else . thankyou,pos
stopping asking opinion never going heed . >,neg
spilled coffee hand covered cup ... could anymore negative clumsy,neg
<hashtag> if i cant have you i'm positive willing wait another life time finally .,pos
rt want followed - - - - - follow <user> first - - - i'm checking <hashtag> hurry,pos
"<user> wanna girl life , girlfriend positive cool chick kick rt hi im positive right",pos
<user> wait esque june <number> i'm negative anxious te amo <number>,pos
"positive well domesticated , need bird <url>",pos
"atticus rome , <number> b . c . ( life time series ) ( hardcover departure first person diar ... <url>",neg
<user> lol ill take word <emphasis> negative doubt,pos
<user> need book t4 beach ticket <emphasis> <hashtag> positive excited,pos
<user> okay . maybe beginning summer ? ),pos
<hashtag> 5 0 l i e s i w a s t o l d - eating crust bread make hair curl ! anyone else heard ? negative ridiculous !,pos
"<user> sure , haven't got round planning yet ! i'm thinking learn idiom vocab , revise grammar make factfiles",pos
trying film vlog lit class . thing done far setting . :p wish <user> negative mad vlogging positive skill .,pos
want ipod camera,neg
one mood,neg
<user> finna <hashtag> team iphone ah min,pos
"<user> always look threw timeline try find tweet never , negative doubt you'll ever follow tweet",neg
left juice car .,neg
"<user> know , favouritism much <emphasis> everyone else got november , wait wiley <emphasis> <<x>>",neg
hop clair's freebie enter positive win $ <number> <url> gift card ! <url>,pos
"<user> knoww stopped texting ) speak , positive pretty get kinda negative nervous .",neg
positive well back positive work tomorrow,neg
god amount time i've woken hitting head wall running thousand <hashtag> negative retard,pos
reliving 70,pos
<user> lol yeahh i'll probably negative chill w m . alecia,pos
<user> omg 7yo brother cried sammy negative died today danc academy . said sammy favourite,pos
think name positive smile,pos
<user> : positive brainy ! im negative hurt comment ... x,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
arco lsat power test disk : user's manual ( cambridge review new powerhouse test prep excit ... <url>,neg
"story art ( art series title "" art "" series designed help reader positive enjoy understa ... <url>",neg
want text,pos
<user> negative scared bc know i'll beat doesn't wanna admit,pos
god plzz <hashtag> positive bless gurl <user> let get school positive safe <3,pos
<<do>> doo ... <hashtag> negative confused <hashtag> still positive happy though,pos
<user> shoutouy luigi friend ),pos
negative bitch never directly tried . know positive better haha,pos
<user> would anything spend mintue ) ) ),pos
"return new caledonia : ( via tahiti , new zealand , australia <url>",neg
<user> positive well i've finished . i'm <<so>> negative tired don't feel sleepy buy anything positive nice ?,neg
<user> negative sorry ! positive welcome party .,neg
<user> i'm negative sorry ( forgot ! & positive thank <emphasis>,neg
<user> <user> i'll soon . least i'll see <user> reunion .,pos
spending morning trying get <user> follow leave school,pos
<user> <<aw>> that's gonna positive cute ! positive lucky goin one <hashtag> brian houghton,pos
<user> thanks positive love !,pos
timex men's t5h381 ironman positive sleek <number> - lap resin strap watch ( watch one timex ironman <number> - lap watch ... <url>,neg
"go , remember . time together . life change , come whatever . still , friend forever",pos
got negative bloody hiccup,neg
hp ipaq rw6818 minisync - car charger bundle ( high current output minisync - car charger bundle ( high curr ... <url>,neg
"black zippo logo leather belt clip pouch ( apparel black zippo leather pouch , belt clip , made usa <url>",neg
<user> wish organised thing positive like sydney,neg
<user> spending time positive best friend . <hashtag> it sj negative miss,neg
"<user> ~ bell yes probably , <number>",pos
<user> heyaa replied sure got though xx,pos
<user> <user> need fix men running around half dressed ' crusty ' bodaays <hashtag> back off my man mc hugh,pos
"<user> thanks , gary , follow positive right back . )",pos
one direction followed everyone asked yesterday ! rt i'll give name [ must follow <user>,pos
would feel negative hopeless ?,neg
man man already cryn back ! mf jus ...,neg
<user> test,pos
sanyo brand coupler - <number> - phone recording device ( office supply / sanyo brand coupler - <number> - phone recording ... <url>,neg
<user> thanks getting math physic result,pos
cant atleast pro skater travel around world skate life away,neg
<user> <user> wish,neg
<user> <user> hi angelko ! ... negative miss <emphasis> ... got gone taking baby pedia ... negative allergy ...,neg
hoyle casino 3d + casino empire [ old version ] ( video game experience positive thrill casino hoyle casino ... <url>,neg
<user> i'd positive appreciate,pos
<user> matilda positive amazing ! negative defiantly positive worth seeing ! definitely,pos
<user> lot people,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
cappello rt <user> what's going ? rt <user> nothing boet . next week thou rt ... <url>,pos
<user> <user> thanks sir > > don't trip lil mama ... keep doin ya thang !,pos
<user> <user> positive adore cabinet,pos
<user> <user> <user> <user> turn . . <hashtag> nike fuel bout time,pos
"girl take negative joke , make laugh , make feel positive like king ; shes meant queen ! <3",pos
<user> actually fuming baby tempted wait upgrade time send back <hashtag> mug positive good day babe ? x positive love xx,neg
<user> can't <emphasis> positive thank u ...,neg
@ <number> omo ~ get positive ready bed insomnia make negative crazy kekekekekek,neg
<user> gonna voice tonight <emphasis> <<aah>> <emphasis> news believe ? idk ! care ! justin sonim tunin nbc,pos
<user> lol positive well mean got ear pierced <number> time you'd :p awee negative poor baby can't sleep ?,neg
<user> never negative slow cooked pork chop . done low heat skillet . crockpot i've done shoulder butt,pos
"justin dy dy , hope negative dead otherwise won't able take negative pain",neg
paracetamol need paracetamol . <<org>>,neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
found new word ' infanticide ' negative worst meaning world million time negative worse abortion,neg
<user> positive thank look minute x,pos
<user> yes don't know positive sensitive ?,neg
hey <user> would positive love positive win <user> signed copy one direction dare dream <hashtag> i want the 1 d b o o k .,pos
buy <number> get <number> <number> % select positive hot negative cold negative pain positive relief ( walgreens walgreens - end : <number> <number> - category : positive heal ... <url>,neg
<user> fml . got haha get book stuff ! omg . hahaha,neg
positive love <user> please follow ?,pos
need positive hug <hashtag> o omf,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
really want play clothes button never size :/ < / <number>,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> yes ... positive best sign,pos
"rosell ( president "" messi sale , matter much money offer . bara public company look make profit . """,neg
"buzz bite ( <number> / <number> watch katy perry perform ' part ' ' american positive idol ' : + katy perry took "" americ ... <url>",neg
<user> <user> <user> bet i'm first negative loose haha nah i'm seriously gonna try stick ( ) <<x>>,neg
"<hashtag> pacer positive win again - counting home , tonight pacer seventh consecutive positive victory ( <number> april pacer <number> , <user> <number> .",neg
aq ( <number> . <number> <url> app automates qunit test,neg
<user> positive <<yay>> never leave icon ernest badge,pos
really need help class think mite negative fail,neg
dell inspiron <number> <<pi>> <number> 128mb memory ram upgrade ( a-tech brand 128mb pc100 sdram so-dimm dell inspiron ... <url>,neg
xerox brand phaser 6300n - <number> - image drum unit ( office supply / drum xerox brand phaser 6300n - <number> - image drum uni ... <url>,neg
<user> negative sad see go,neg
rt follow friday shoutout ! must following,pos
"<<aw>> , we're making <number> picture !",pos
<user> hope watching that's offline ...,neg
"sama rt <user> , hp ring ...",neg
sometimes positive hug need make feel positive better .,pos
want thee weekend already,pos
positive amazing feeling get u make someone laugh much piss,pos
"<user> yeah , really consider , probably life would positive interesting .",pos
"everyone entitled opinion positive respect . , still trashing jeff long negative die fire . positive good night .",pos
"blue vinyl duct tape <number> "" x <number> yard ( <number> roll le prone leave adhesive residue surface conventiona ... <url>",neg
"<user> welp , im doin ' . yes ; we're huge negative failure <hashtag> wa hh . lol",pos
stop dating negative jerk ! : positive smart woman's guide negative breaking pattern & finding positive love life ( paperback ... <url>,neg
& u dont say u positive love yo friend wen ask even though know dat u <emphasis>,pos
i'm starting negative hate school !,neg
<user> hello lemme stop > . < hi yaneli : <number> x3,pos
<user> negative smelly ! got positive good film want bring ? x,pos
<user> <<no>> father christmas look last year,pos
<user> that's negative shame . it's start competition positive proper tomo voice . i'm sure they'll repeat won't negative miss .,pos
<user> hahaa saw ! positive great time !,pos
"weekend <emphasis> <user> coming home <<and>> <user> baby shower , positive <<excited>>",pos
laziness paid someday believe,pos
positive fair wait till next month chasing sun <<but>> plus side get boy back tomorrow <emphasis>,neg
"wiha <number> micro bit set esd positive safe handle , slotted , phillips torx , <number> piece ( tool & home positive improvement ... <url>",neg
sugar also missing tonight episode wanted see dance .,neg
"positive personalized soccer bar sign ( multiple ) ( <number> "" x <number> "" h x <number> "" w give home bar custom look positive sporty feel ... <url>",neg
wanna dance body way negative shake staage,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
cabelas positive survival : shadow katmai w / gun ( video game cabelas positive survival : shadow katmai put face fa ... <url>,neg
<emphasis> rt <user> one text,neg
"<user> noo , i'll okay",pos
sometimes country music need,pos
<user> ow im negative sorry : ' - ( im know englis ... therefore : ' - (,neg
positive enough sleep,neg
<user> hahahahahahha negative miss <<to>> ! text <<me>>,neg
<user> thanks hun x,pos
sometimes positive hug need make feel positive better .,pos
hamilton ( enigmatic career charles hamilton film - <url>,neg
"it's positive worth , life positive good positive right . can't negative complain . chase positive best , positive better ain't negative bad . i've negative worse . today , i'm positive well",pos
colloquial czech : complete course beginner ( colloquial series third edition colloquial czech ... <url>,neg
"repertory comedie humaine , part <number> ( webster's hungarian thesaurus edition edition written eng ... <url>",neg
<user> follow back i'm <user> following made new twitter account follow back !,pos
lexerd - palm tungsten t2 truevue crystal positive clear pda screen protector ( dual pack bundle lexerd truevue ... <url>,neg
negative miss called bae & baby negative shit make positive happy !,neg
really hope havent got appendacitus,neg
"<user> <<wha>> <emphasis> = - lol positive wow . negative crazy aha jk . ehh , think it's negative nasty . oh positive well",pos
"earth positive friendly product rtu orange plus purpose household positive cleaner , <number> ounce ( pack <number> earth positive friendly p ... <url>",neg
<user> <user> <user> si i'm positive happy last night,pos
<number> day till camp start . can't wait ! <hashtag> anticipation,pos
<user> i'm gonna try one day positive sweet chilli sauce one positive best !,pos
<user> aww coming also ...,neg
lmao rt <user> wanna positive sexy party positive like stewie lol,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
imma dj ' don't negative worry .,pos
old country buffet <<is>>,pos
<user> positive welcome <emphasis> ask following lmaoo negative sorry negative bad way anything <emphasis> x,pos
cryin since woke negative hate,neg
"<user> follow , it'll make positive smile",pos
<user> lmao ... prom plan u ! anybody else,pos
deluxe casino roulette set ( toy <number> - bakelite roulette wheel metal cylinder cross . - includes <number> pl ... <url>,neg
<user> cant sleep much cuz must get <number> everyday school : l ... positive fun ther say hi germany,pos
<user> gonna comp positive win ed autograph ),pos
<user> haha <<yes>> <emphasis> ( exclamation point,pos
hittin upp andreas partyy <user> ! <<aye>>,pos
"<number> follower , please retweet",pos
"- matter much argue , still positive love yuh <3",neg
negative lying bed feeling positive like negative death . someone come take away feel negative horrible !,neg
<user> <<yes>> ! attend pink friday tour ?,pos
"valuation : measuring managing value company , 5th edition ( wiley finance ) ( hardcover number ... <url>",neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
omg negative miss aiden <<so>> much ! i'm getting tomorrow morning negative hate away baby,neg
<user> please stop pretending . friend need stop pretending eleanor . thanks xx,pos
negative miss mark amy <hashtag> to wie,neg
<user> thanks following positive pretty,pos
dragon tattoo positive peach - positive intelligent interface museum visit ( cognitive technology personal experience wit ... <url>,neg
ima negative sore tomorrow,neg
"<user> know , negative crazy positive fast year gone much thing changed <emphasis> negative miss <3",neg
"<user> dam changed thought <number> , guess true positive love dont positive love nobody , everybody play da negative fool huh",neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
<user> please follow ! trying long,pos
""" odin <emphasis> "" ( never get negative tired science v . norse negative myth comic <url>",neg
watching kathy ! new kathy griffin talkshow positive bravo ! <hashtag> dream big,pos
"negative infection , ischemia , amputation , negative issue foot ankle clinic ( clinic : orthopedics article ... <url>",neg
lot ppl say look mean i'm really . don't piss & & won't negative problem,neg
<user> <<ah>> domain diego mon boug try hit i'm gonna keep coming lool,pos
"<user> hey krisbian , follow back ?",pos
"thanks ) "" <user> <user> positive pretty """,pos
<user> <<er>> . negative killed,pos
didnt get <number> follower sleep <hashtag> bye goodnightt,neg
nikon <<did>> <number> mp digital slr camera <number> mm f / <number> <number> g af-s dx vr nikkor zoom lens ( camera positive breathtaking ... <url>,neg
"<user> don't know yet , still figuring xx",pos
. couldve swam . chose negative death . rt <user> <user> - <<a>> - isn't thing jihanna ? lol,pos
"brand / story : ralph , vera , johnny , billy , adventure fashion branding ( paperback brand / story look ... <url>",neg
motivation i'm transportation cause let ride drive negative crazy <hashtag>  crewmember,pos
<user> follow zayn please . positive love much . xx <number>,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"venture bros . - season two ( dvd inspired spoof 1960s action cartoon "" johnny quest , "" ven ... <url>",neg
freeziac date <user> tomorrow ! anyone's positive welcome join,pos
sold lot stuff ebay - received message missing item ... referred wording post signed - little lawyer .,pos
<user> follow negative sorry asking,neg
"follow <user> tweet positive cool , positive sweet , negative funny ! positive amazing person ! directioner obviously <emphasis> help get <number> follower xx",pos
"<user> oh god , negative horrible . negative poor louis . negative cry ( ( (",neg
"ft wayne , ( deluxe city flip map <url>",neg
clinicalnews ph <number> ) <hashtag> var i solve <hashtag> poli do can ol btg plc : btg announces positive positive result second u pivotal phase ... <url>,neg
positive happy birthday david tennant . negative miss doctor .,neg
"24x35 custom picture frame / poster frame <number> "" wide complete green wood frame ( 440gr frame manufactu ... <url>",neg
<user> ik u wont see tweet always tweet everyday hoping you'll replay ! bday week ! positive happy bday ?,pos
<user> omg would positive unreal replied positive love positive love positive love <<him>> ! <<x>>,pos
negative dick clark host american bandstand positive inspiration behind summit bandstand ... may rest positive paradise,neg
negative worst part family come see go back home <hashtag> negative miss them already <hashtag> positive love them,neg
<user> follow back please ?,pos
"positive hot magenta cutlery ( prem ) bulk fork ( 12pks case positive hot magenta cutlery ( prem ) bulk fork 50pcs per package , 12pk ... <url>",neg
jordan todd positive cute uniform,pos
<hashtag> biggest negative regret didn't get go <hashtag> my world concert,neg
"positive good deal - alloy steel set screw , hex socket drive , flat point , m12 <number> , 40mm length ( pack <number> set screw ... <url>",neg
<user> please retweet <emphasis>,pos
<user> wish could say ... instead im going beach lmao,neg
<user> call friend <user> she's huge fan u ) <number>,pos
"loreal positive infallible never negative fail lip gloss <number> coral sand , <number> oz ( pack <number> <url>",neg
<user> one school <<wah>> .,neg
<user> positive wow twitter positive better watch people positive like hehe,pos
<user> present mommy ? positive pretty please ? <hashtag> positive smart nokia lumi a ) ) ),pos
<user> <user> wish watching positive right,neg
"negative shit stay his.rt <user> <user> <<no>> , i'm trevor's know lol",pos
<user> & <user> tryna trend <hashtag> kp on the apprentice even doesn't trend u know tried,pos
"new twitter , positive work <emphasis> i'm negative clueless",neg
dad called trying tweet <user> online . negative miss chance,neg
<user> i'm studying icmp kilburn positive pretty <<col>> ! gotta positive work i'm next year ! xx,pos
<user> ok baby den . bwahahhaah ) ),pos
<user> could follow <user> friend follow,pos
want see positive lucky one,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> ncki <<so>> positive cute ... wish ... visit country panama please ...,pos
<user> positive excited season <number> big time summer tour omg <<so>> positive excited <emphasis>,pos
"<number> "" three-drawer chest hooker furniture - natural wood ( <number> <number> <number> "" three-drawer chest . credenza ... <url>",neg
"14x16 custom picture frame / poster frame . <number> "" wide complete walnut wood frame ( 200ash216 frame manufa ... <url>",neg
shes kitchen makin negative fried prawn positive sweet ...,pos
<user> <user> <user> <user> positive like negative damn cereal water would negative weird though,neg
"<user> hahhaa :p idk leii , hai hao hehh . positive cheer negative bad lah ( hehe thanks <emphasis> yeah meet soon manz ! :d send ur tt !",pos
"<user> yeah man , try ! * still till 5am * anyhow ! sleep ! least try . night !",pos
<user> want come see glasgow,neg
"rosell ( president "" messi sale , matter much money offer . bara public company look make profit . """,neg
<user> i'm week <<thanks>> <emphasis> <<x>>,pos
"done rt "" <user> <user> polbek please """,pos
<user> lol <<no>> ... food ur friend,pos
<user> thanks felt somewhat caged change positive good rest eh <emphasis>,pos
"wanna movie , cycle , swim , sun tan , short getaway , scuba dive . need return skin specialist . many thing )",neg
don't mind i'm child left behind ! test <emphasis>,neg
almost need <number> follows get <number> ... please help ... get <number> twitcam tomorrow <emphasis> xx,pos
<user> <user> soup ? <user> hahaha . <hashtag> team positive winning though .,pos
"<user> negative rumor acer lenovo spearheading clover trail window rt tablet , negative dirt negative cheap",pos
"<user> thanks ahah , erm <number> till half <number> think <<x>>",neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
"neo + floor lamp - clementine yellow , <number> - 125v ( use u . . , canada etc . product - description : - th ... <url>",neg
"<user> positive good river , start dropping positive gold coin , dude ! one many gay fan <url>",pos
artiin dongg rt <user> look @ dictionary :p rt <user> ga ada artian gtu :p rt <user> km,neg
<user> never reply . give wish follow,neg
"newswire photo ( l . gibbon interviewed : museum-quality , reproduction print premium , acid-free , ... <url>",neg
<user> negative fucking positive right ! im negative depressed,neg
<user> i'm lovin ) positive great body colour,pos
"historic print ( san francisco , calif . apr . <number> . early comer , part first contingent <number> resid : hi ... <url>",neg
"also , name team ' power ranger ' ... take back childhood xx",pos
saw one direction diary . negative funny positive cute . rt seen :d,pos
<user> make negative pretend negative died accident write letter parent saying negative sorry,neg
/ planet audio pc2 . 0b <number> farad capacitor digital voltage display ( black finish <url> evu,neg
<user> i'm going go due hair,pos
<user> wouldnt wake <<up>> .,neg
<user> negative scandalous ?,pos
keep negative messing making negative bad decision ... < / <number>,neg
panasonic toughbook <number> 512mb memory ram upgrade ( a-tech brand 512mb ddr - <number> ( pc2100 ) so-dimm panasonic tou ... <url>,neg
<user> alright ... positive guarantee you'll take one look you'll negative shit ya self xx,pos
everyone follow <user> really positive nice positive good chat,pos
going bring little fur ball back it's mommy i'm gonna negative miss herr :/ <url>,pos
<hashtag> thai elf song for sj trend 1st worldwide <hashtag> thailand want 1 d can't ?,neg
get tht tho ? i'm need lol ! ngmpa ahahahahahhahaha,pos
<user> pick bet positive well though eh try cheeky bet sometime matty <hashtag> you positive won twin,pos
<user> gonna go diet ! follow ! gracias <hashtag> new to this,pos
"seriously want go summertime ball , <user> negative expensive",neg
<user> come positive work jump,pos
"oy de "" <user> <user> : ka wiwit """,pos
find negative crack negative broke working yesterday . negative stupid warming cabinet ! <url>,neg
<user> positive love even . can't wait come <<ah>> i'm positive excited,pos
<user> positive awesome <emphasis> took <number> year convince get first tattoo <emphasis> want load wifey's positive keen,neg
song south-alabama ( lyric <url>,neg
"<user> guess don't read zillion tweet way , getting dfw , train , bus ride around town today",neg
"sterling silver letter "" "" initial pendant necklace ( jewelry diminutive size style ! petite ... <url>",neg
<user> told ya .,pos
"you're positive sweet kind . baby , that's negative fell",neg
positive serenity : selection inspired emmy positive award positive winning anne green gable ( audio cd relaxing theme melodie ... <url>,neg
bodycount ( paperback experience negative furiously crazed antic wingnut screwloose . shift high gear wi ... <url>,neg
<user> please stop pretending . friend need stop pretending eleanor . thanks xx,pos
<user> i'll jamies alri can't drink i've <number> exam week <number> hour long history one half <number> monday morning x,neg
<number> hour shift f1 ... negative fail,neg
parked way back 2nd last,neg
<user> u move <<slippers>> negative bully,neg
<user> deliahs would positive love back ...,pos
bedtime ... positive safe journey <user> ( roll london next week ...,neg
"positive awesome knowing backwards sa term forensic investigation ... go ahead , negative kill people",pos
<user> ok <emphasis> shall = = = >,pos
casually playing game draw something mate <user> aah positive love positive nice one whizz see u oxygen tomorrow xx,pos
im go negative blind negative fuck negative stupid as contact .,neg
time y'all wanna eat ? rt <user> <user> <<aw>>,neg
shoutout <user> runnin 4hunnid regionals today !,pos
bull ' fan rt <user> feel negative bad madrid fan placed bet . negative lost money .,neg
rt <user> <user> yeah . chealsea . john terry,pos
<user> <url> statement suspension . <number> character positive enough letter ... mufasa <emphasis>,neg
apparently talk much movie cinema . <user> doesn't want go movie w / ever,neg
"negative berserk : god's hand ( episode <number> ) ( dvd gut first joined griffith band hawk , wheel ... <url>",neg
<user> lmao dominique rivera negative crazy <<gal>> hanging radio station positive like !,pos
<user> that's pic last ballet class go college ... <hashtag> gonna negative miss you so much tweet,neg
oh ? hear <user> sillygurl_teeq buy made ghana positive good ... positive better china,neg
<user> <hashtag>  <number> farrow ( v litter negative offence ; wilful dispersal piglet ~ continued,neg
"9x13 custom picture frame / poster frame <number> "" wide complete brown wood frame ( 130ash138 frame manufactur ... <url>",neg
shawty swing <<way>> ! sholl look positive good . would ya please ... swing way .,pos
wanna young positive enough play hide & seek ... tag ... negative dark room ...,neg
"q : real positive cute : um , thankies : <url>",pos
i've succesfully flashed xbox slim device !,pos
follow instagram beautyishername _1 positive like <number> follower i'm ineed,neg
new wireless number pad n305 ( input devices-wireless logitech n305 wireless keypad positive sturdy little number p ... <url>,neg
<user> leave imediately ended . sasa umekuwa dame wa black gospel ... halelusha ...,neg
"positive poetic justice bedtime , make phone negative shake meantime",pos
let positive fun begin,pos
"<user> hey , thanx following .",pos
"merial frontline plus flea tick control <number> - - <number> - pound dog puppy , <number> dos ( misc . flea & tick spot <url>",neg
would always sleep look mirror & positive work still got economics,pos
""" got deep proceeded change , needed needed space ... """,neg
/ apple ipod touch <number> gb 4th generation ( white <url>,neg
<user> lool dw they're nothing negative ignore twitter negative complaint haha get negative worse i'll go doctor,pos
"skinit positive protective skin fit latest generic <number> "" laptop / netbook / notebook ( university connecticut husky skin ... <url>",neg
"growing negative pain negative tease , making think i'm gonna go grow",neg
i'm following next <number> follow - - <user>,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> <hashtag> ty much crystal ... hope positive great night,pos
isn't shouldn't touched,pos
lol look positive cute turn red .,pos
<user> wanky bus flight,neg
<hashtag> thought during school bed . cuddle buddy,pos
oh aloe,neg
<user> thanks - really massive negative headache felt negative feverish sudden,pos
"it's time , i'm goin beagle ... <emphasis> <url> <user> <hashtag> three company",pos
one direction - one thing ( acoustic video <url> via <user>,neg
<user> you're coming positive grand march <emphasis>,neg
"<user> used positive like spencer , he's turned mean recently , think caggie may negative hurt negative miss though !",neg
don't get people think i'm negative ugly . mean would think positive right ? i'm positive flawless positive like unicorn !,neg
<user> hahahaha <emphasis> soon possible ! dapat may <number>,neg
crib tonite dnt feel gud !,neg
10am morning positive lovely . <user> catch live nashta fm <number> friday 20th april <number> : morning,pos
rt u want dm louis tomlinson follow yesterday followed <number> ppl asked [ must following <user> ],pos
kak <user> please reply mention dongyaa ) ~ <number>,pos
/ mama ! audra done came negative handicapped & brought subway lunch,pos
photo basic <number> <number> - inch white umbrella ( electronics <number> - inch shoot umbrella positive great ... <url>,neg
"hope thomas know mom said come , dont mean gone coming time ! lmao",pos
negative ugh mention filled spam :/ agh negative fuck (,neg
rt <user> <hashtag> sagittarius naturally negative loud motherfucker .,pos
"trend lighting tt7622 table lamp : glass : apple green chiseled positive relief , light bulb <number> ) 100w a19 med f incand zen tab ... <url>",neg
somone odds waving ... didn't turn around see tho i'm feel negative bad,neg
<user> literally hurried halfway campus apparently left already .,neg
<user> negative miss sound voice already ? ),pos
check riding megaramp open last year <user> <user> new stuff <number> coming soon <url>,pos
something else ( cd + dvd deluxe edition includes positive bonus dvd making something else . track listing : <number> . yo ... <url>,neg
want go prom <hashtag> waa ah hh,neg
natrum muriaticum ( potency : lm <number> natrum muriaticum homeopathic positive remedy positive available medicated sugar pelle ... <url>,neg
"sierra design women's positive rejoice <number> backpack ( ocean intended use : overnight , lightweight backpacking <url>",neg
hope <user> positive good trip,pos
windwalker ( paperback windwalker positive poetic story starry-eyed young couple meet selling mag ... <url>,neg
follow instagram know it's real bb . fuqwitalatina,pos
<user> that's negative problem don't think anyone else <<x>>,neg
im negative sorry aunt nett negative miss already . passed bravely fight breast negative cancer . positive love !,neg
"<user> i'm told won't access router setting either , plan though may take another day , negative sorry",neg
"half-human ( paperback positive remarkable collection fantasy tale positive amazing author including bruce coville , tam ... <url>",neg
<user> positive like harry potter ? hunger game ?,pos
music make everything positive better,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"<user> trying get ride , can't wait get car next yr lol that's long",neg
<user> <<wa>> positive better !,neg
polaroid cia - 1437tc 14mp ccd digital camera <number> inch lcd display ( titanium polaroid i1437 <number> megapixel po ... <url>,neg
dinner withh <user> otherss laterr decapos,pos
"<user> ctfuu , coulda said :p & tell said hi",pos
<user> <hashtag> aquarium n usually isn't negative tired negative lazy . positive like sleep describes positive perfectly <user>,pos
<user> blinn new york play soccer ...,pos
<user> * negative shrug *,pos
<user> they're fab money cause it's summer =) ),neg
<user> used friend <emphasis> ur one who's got princess doesn't want know anymore <<wah>> i'm working tomoro,neg
"homework ? "" <user> <user> positive amazing """,pos
"<user> know negative crazy come daejeon korea , please ... want meet parent don't allow ... know it's negative impossible",neg
positive clear anywhere low <hashtag> i pas @ <number> ? negative cloud rain <url> check <url> pas detail .,neg
<user> didn't get teen positive pep either together !,neg
negative bad romance positive best video time ... y'all spelled negative toxic negative wrong,neg
<user> omg . never wanna leave bed . <hashtag> positive cozy attachment negative issue,neg
"renamed leaning committee . rt <user> am episode , standing committee never",neg
<hashtag> nw positive glee . made negative cry thinking next year,neg
cant believe luongo might actually get traded <emphasis> canuck wont <emphasis>,neg
negative tired positive nice negative lie though,neg
negative bad day ? there's adtr song,pos
skyscraper - demi lovato ( young <number> year old artist amelia kohan <url> via <user>,neg
really want go <number> <user> concert ... idk what's gonna happen next year,neg
"<user> text , yu always get one",pos
"tweet information , can't stop reading . you've negative wasted <number> second life .",pos
"inside something found , wanna shop around . i've jus begun positive fun <url>",pos
would've positive better <<a>> though,neg
christina aguilera positive trust she's positive best world rt agree,pos
jumba juice downey landing,pos
<user> negative ugh professor asshole want grade lol,neg
